validAlertedResponses,age,gender,avg_happy,avg_energised,avg_focused,avg_stressed,avg_productive1h,avg_AC_10i,avg_AC_2i,avg_AC_5i,avg_BP_11i,avg_BP_13i,avg_BP_1i,avg_BP_9i,avg_EC_2i,avg_EC_5i,avg_GS_11i,avg_KP_10i,avg_SR_7m,avg_SU_3i,avg_SU_6i,avg_TL_10i,avg_TL_14i,avg_TL_6i,avg_TS_14i,avg_TS_1i,avg_AC_9m,avg_BP_4m,avg_EC_9m,avg_GS_12m,avg_GS_4m,avg_GS_7m,avg_KP_13m,avg_KP_3m,avg_KP_6m,avg_SR_12m,avg_SR_13m,avg_SR_14m,avg_SR_8m,avg_SU_12m,avg_SU_14m,avg_SU_16m,avg_TL_13m,avg_TL_16m,avg_TS_13m,avg_TS_16m,avg_TS_4m,avg_TS_8m,avg_AC_12t,avg_AC_4t,avg_AC_7t,avg_BP_5t,avg_GS_15t,avg_GS_5t,avg_GS_9m,avg_KP_4t,avg_KP_7t,avg_SU_15t,avg_TL_17t,avg_TL_1t,avg_TS_9t,avg_BA_1,avg_BA_2,avg_BA_3,avg_BA_4,avg_BA_5,avg_CE_1,avg_CE_2,avg_CE_3,avg_EE_1,avg_EE_2,avg_EE_3,avg_EE_4,avg_EE_5,avg_EE_6,avg_EE_7,avg_EE_8,avg_RC_1,avg_RC_2,avg_RC_3,avg_SA_1,avg_SA_2,avg_SA_3,avg_SA_4,avg_SA_5,avg_SA_6,avg_SA_7 
86,16-24,female,0.788767442,0.581372093,0.664697675,0.323242424,0.768268293,1,1,0.75,0.625,1,1,1,1,0.75,1,1,1,0.916666667,0.75,1,1,1,0.6875,0.833333333,1,1,1,1,1,1,1,1,0.833333333,1,0.833333333,1,1,0.833333333,0.75,0.666666667,1,1,0.9375,1,1,1,1,0.625,0.375,0.583333333,0.5,0.875,1,0.583333333,1,0.25,0.625,1,0.5,0.125,1,0.75,1,0.625,0.9375,1,0.875,0.75,1,1,1,0.833333333,1,1,1,0.875,0.916666667,0.625,1,1,0.875,1,0.9375,1,0.916666667
12,35-44,female,0.708333333,0.47225,0.472333332,0.291749999,0.611166666,1,0.75,0.75,0.75,0.75,,1,1,,0.833333333,,0.75,1,0.875,0.75,0.75,,0.75,0.75,0.75,,,,,,0.75,0.75,0.75,0.75,,,0.875,,,,0.875,,0.75,,,0.75,0.5,0.75,0.75,0.75,,0.75,0.75,0.75,0.75,0.25,0.75,,,,,0.75,1,,,,0.75,0.75,0.75,,0.625,0.5,0.75,,0.75,,0.75,0.875,0.5,0.75,0.75,,0.75,0.25,0.75
5,25-34,female,0.766600001,0.533200002,0.599800003,0.5,0.583499998,,,,,,1,,,,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,0.75,1,,,,,,,,,1,,1,,,,,,,
12,25-34,male,0.444499999,0.375,0.555583333,0.399800003,0.690428572,,0.75,,,,,,0.75,0.75,0.75,0.25,,,,0.75,,,0.5,0.75,,0.5,,,0.75,,,0.5,,0.75,0.75,,,,,,0.5,,,0.25,,0.5,0.5,,,0.25,0.5,0.5,0.25,0.25,0.5,,,,,,0.25,,,0.25,,0.5,0.5,,0.5,0.75,0.75,0.5,0.5,0.75,,,,,0.75,0.5,,,0.75,,
23,25-34,female,0.760869565,0.470913045,0.536173914,0,0.897461538,,,0.75,0.75,1,0.833333333,0.75,,0.75,0.833333333,0.625,0.875,,0.75,0.75,,0.75,0.75,1,0.833333333,0.666666667,0.625,0.75,,0.875,0.833333333,0.75,,,,0.625,1,0.75,0.75,0.75,0.75,,0.75,0.75,,0.75,,0.75,,0.75,,0.75,0.75,,0.75,0.333333333,0.416666667,0.75,1,0.625,0.75,0.75,0.75,1,0.75,1,,,,0.833333333,0.75,1,1,0.5,0.833333333,1,1,0.75,0.75,0.875,0.833333333,0.666666667,,0.833333333,1
15,25-34,female,0.688933333,0.577733334,0.6222,0.4,,,,0.5,,,,0.75,,,,0.75,0.75,,,,,,,0.75,,,,,,0.75,,,,,,,,0.75,,0.75,,,,,,,,,,,,,,,0.75,,0.75,0.5,,0.5,0.75,,0.75,,0.5,,0.75,,,,,,,0.75,,,,0.75,,,,,,,
3,35-44,female,0.611000001,0.833333333,0.722333332,0.333000004,0.666666667,1,,0.75,,,,,,0.75,,,,,,,,,,,0.75,,0.75,,,,,,1,0.5,,,,,,,,0.75,,,0.75,,,,,,,,0.75,,,,,0.75,,,,,,1,,,0.75,,,,0.5,,,1,0.75,,,0.75,,,,0.75,,,
3,35-44,female,0.777666668,0.666666667,0.777999997,,0.916500002,,,,,1,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,0.75,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,0.75,,0.75,
36,45-54,female,0.495444443,0.560138889,0.620361111,0.571499999,0.824578947,0.75,1,1,0.625,0.25,0.625,0.875,1,0.75,1,0.75,0.75,,,,0.75,0.75,0.625,1,0.75,0.375,1,0.5,0.875,0.75,,0.25,0.25,,1,0.75,0.875,0.75,0.75,0.75,1,0.5,0.75,1,0.75,0.25,1,0.75,0.75,0.75,0.5,0.625,0.375,0.625,1,0.75,,0.875,0.75,0.5,0.75,1,0.5,1,0.75,0.75,1,0.25,1,,0.75,0.75,1,0.875,0.75,1,1,0.875,0.75,1,0.875,,0.75,0.75,0.875
1,45-54,male,0.333000004,0.166999996,0.166999996,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,0.75,,,,,,,,,,,,,,,0.25,,,,,,,,,,0.75,,,,0.5,,,,,,,,,,,
40,45-54,female,0.716625001,0.675025,0.770775001,0.416625001,0.841238096,0.833333333,1,1,1,0.875,0.875,1,,1,0.916666667,0.75,1,0.875,0.875,0.875,0.75,1,0.75,0.75,0.75,0.625,0.75,0.75,0.75,0.875,0.833333333,0.625,1,0.625,1,0.75,0.9375,0.75,0.833333333,0.666666667,0.75,0.75,,0.875,0.75,0.625,0.875,0.75,0.875,0.75,1,0.75,0.75,0.875,0.75,1,0.875,0.75,0.75,0.75,0.625,0.75,0.875,1,0.75,1,0.875,0.8125,0.875,1,0.75,0.875,0.875,0.833333333,,0.75,1,1,0.875,1,0.875,0.8125,1,0.75,1
23,25-34,male,0.384043478,0.391347826,0.413086956,0.740666668,0.341285714,,0.5,,0.25,0.25,0.5,0.75,0.75,,0.625,,0.25,,,0,,,0.25,,0.25,0.25,0.25,0.375,0.5,,,0,,,,0.5,,0.75,0.25,,,0.5,0.75,,0.25,0.25,0.375,,,0,0,,0,0,0.375,0.375,0,,,0.375,0.25,0,0.5,0.625,,0.25,,0,0.75,0.25,0.25,,0.125,0.25,0.25,0.75,0.75,,0.25,,0.5,0,0,,
48,45-54,female,0.506979166,0.513875,0.489583333,0.555533334,0.705941176,0.75,1,0.75,0.666666667,,0.75,1,0.75,0.25,1,0.5,0.75,0.416666667,0.625,0.833333333,0.75,1,0.75,0.5,0.375,0.375,0.416666667,0.5,0.25,0.5,0.25,0.75,0.5,0.625,0.5,0.625,0.25,0.416666667,0.5,0.625,0.625,0.25,0.5,0.25,0.625,0.5,0.5,0.5,0.5,0.583333333,0.25,0.5,0.25,,0.5,0.5,0.25,0.25,0.25,0.333333333,0.25,0.25,0.5,0.333333333,0.5,0.416666667,0.75,0.166666667,0.25,0.25,0.25,0.25,0.25,0.5,0.5,1,1,0.25,,0.75,0.625,0.333333333,0.75,0.625,1
5,35-44,male,0.633399999,0.466600001,0.633399999,0.277999997,0.75,,,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.75,,,,,,,0.5,,,0.5,0.75,,,,,0.75,,,,,,,,
35,45-54,female,0.642971427,0.666742856,0.723828571,0.270999998,0.656852941,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.625,0.5,0.75,0.75,0.625,0.75,0.75,0.5,0.625,0.5,0.625,0.75,,0.625,0.75,0.25,,,0.75,0.5,0.416666667,0.625,0.75,0.875,0.75,0.5,0.5,0.75,,0.625,0.75,0.5,1,0.5,0.375,0.625,0.375,,0.75,0.75,0.5,0.75,0.5,0.5,0.5,,,0.25,0.5,0.5,0.875,0.5,,0.75,0.75,0.5,0.75,0.25,0.5,0.75,0.666666667,0.75,0.75,0.625,,0.75,0.5,0.5,0.5,0.75,0.75,0.625,0.5
2,16-24,male,0.833000004,0.666999996,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.75,,,,,0.75,,,0.75,,,,,,,,,,,,,0.5,,,0.75,,,
16,25-34,male,0.645999998,0.5625,0.687437501,0,0.791625001,,,,0.75,,,,0.75,0.75,1,0.75,,0.75,,1,1,,,1,0.5,,,0.5,0.25,,,,,0.5,0,1,0.25,,0.25,1,,1,1,0.25,,,0.5,1,,0.25,,0.5,,,,0.75,,1,,0,,0.75,,,,,0.75,,,0.5,0.75,,0.75,,0.75,1,1,0.5,,,,0.5,0.75,,
3,25-34,male,0.61133333,0.666666667,0.611000001,0.5,0.5,,0.75,,,,,,,,,,,0.75,,0.75,,,,,0.75,,0.75,,,,,,,,,0.75,,,,,,,,,,,,0.5,0.75,0.25,0.25,,,,,0.75,,,,,,0.5,,,,0.75,,0.75,,,,,,,,0.75,,,,0.75,,,,,0.75
2,45-54,male,0,0,0,,0.25,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,0.75,,,,,,,,,,,,,,0.75,,
37,unspecified,female,0.684675676,0.711621623,0.837837838,0.357285712,0.847125001,0.875,0.75,0.5,0.25,0.6875,1,0.75,0.833333333,0.5,0.916666667,0.5,0.5,0.833333333,0.8125,1,0.75,0.875,0.5,,0.5,0.5,0.625,0.75,0.5,0.5,0.875,0.5,0.583333333,0.875,0.916666667,0.25,0.8125,,0.6875,0.5,0.75,0.75,0.75,0.25,0.666666667,0.75,0.75,0.75,0.875,0.625,0.708333333,0.875,0.625,0.833333333,0.75,0.75,0.875,0.625,0.375,0.625,0.8125,1,0.666666667,0.75,0.75,0.75,0.75,0.25,0.75,0.875,0.25,0.75,0.25,0.8125,1,,1,0.25,0.75,0.8125,1,1,0.875,0.5,0.875
111,35-44,female,0.728279279,0.512009009,0.460900902,0.100921052,0.802104166,0.375,0.5,0.625,0.25,0.75,0.75,1,0.666666667,0.5,0.875,0.875,0.8125,1,1,0.5,0.5,1,0.875,0.75,0.666666667,0.75,0.75,0.625,1,0.75,0.833333333,0.65,0.666666667,0.75,0.875,1,0.875,0.8125,0.9375,0.583333333,0.875,0.8125,0.8125,0.4375,1,0.9375,0.125,0.416666667,0.375,0.625,0.375,0.5,0.5,0.625,0.666666667,0.25,0.5,0.25,0.4375,0.25,0.4375,0.583333333,0.75,0.666666667,0.583333333,0.75,0.75,0.416666667,0.583333333,0.75,0.55,0.25,0.75,0.416666667,0.833333333,1,1,0.6875,0.7,0.6875,0.625,0.75,0.875,0.625,0.5625
8,45-54,male,0.812250003,0.729125001,0.749875002,0.166999996,0.761857143,0.75,,0.5,,,0.75,,,,1,0.75,0.5,,0.75,0.5,0.75,0.75,0.75,0.75,,0.5,,,,0.5,,0.5,,,,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.75,0.75,0.5,1,0.5,,0.5,,0.75,,0.5,,,0.5,0.5,,0.25,,0.5,0.5,,0.75,,,0.5,,0.5,0.75,0.75,0.5,0.75,0.5,,,,0.5,,0.5,0.5,,0.25,0.5
103,45-54,female,0.747563107,0.619728156,0.627805826,0.151124999,0.703777777,0.75,0.5,0.75,0.8125,0.166666667,0.5,0.75,0.75,0.625,0.5,0.875,0.625,0.5,0.875,0.833333333,0.625,0.75,0.625,1,0.625,0.583333333,0.833333333,1,0.25,0.583333333,0.5625,0.375,0.25,0.375,1,0.6875,0.375,0.75,0.5,0.25,0.25,0.25,0.25,0.8125,0.9375,0.5,0.583333333,0.25,0.75,0.5,0.583333333,0.75,0.5,0.625,0.833333333,0.25,0.625,0.625,0.416666667,0.666666667,0.375,0.583333333,0.5,0.75,0.583333333,0.5,0.375,0.75,0,0.25,0.75,0.5,0.25,,0.75,0.916666667,0.75,0.875,0.5,0.5625,0.75,0.833333333,0.875,0.625,1
46,55+,female,0.894869566,0.807913044,0.822369566,0.059571428,0.912666667,0.75,1,0.5,1,,1,1,1,0.5,1,0.75,1,,,1,1,1,1,0.5,,0.875,1,1,1,,1,,1,,0.5,1,,1,1,,0,0.625,1,0.5,1,,0.5,,,0.5,,0.25,0.5,0.375,0.875,0.5,0.25,0.375,0.25,0.125,0.75,0.375,1,0.75,0.625,0.625,0.5,0.75,0.75,,0.875,0.625,1,0.875,1,1,,,0.5,0.625,0.75,0.75,1,,1
6,35-44,male,0.444333335,0.333333333,0.388999999,0.5,0.5,,,0.25,0.25,,,0.5,,,,,0.5,,,,,,,,0.75,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,0.5,,,,,,1,,,0.5,,,,,0.25,
76,35-44,male,0.833289474,0.743381579,0.798236842,0.22238095,0.880456521,1,0.9375,1,0.75,1,0.75,1,1,0.875,1,0.916666667,0.75,,1,1,0.583333333,0.75,0.5,0.916666667,0.875,0.5,0.875,0.75,0.6875,0.916666667,1,1,0.75,0.583333333,0.75,0.625,0.75,0.833333333,0.833333333,0.75,0.75,0.916666667,0.916666667,,1,0.75,1,0.9375,0.75,0.75,0.75,0.875,0.666666667,0.75,0.916666667,0.75,0.833333333,0.75,0.8125,0.5,1,0.75,0.666666667,1,0.75,0.75,0.916666667,0.875,1,1,0.75,0.583333333,0.75,,1,1,1,0.875,0.875,0.833333333,1,0.75,1,0.75,1
31,45-54,female,0.84935484,0.682741936,0.666580646,0.018555555,0.819333335,0.75,1,0.75,,1,1,1,1,0.75,1,0.75,1,,0.75,0.75,0.75,1,0.5,0.75,,,0.75,0.75,0.75,0.75,,0.75,1,0.75,1,1,1,0.75,0.75,0.75,0.75,0.75,1,0.5,0.75,0.75,0.75,0.75,0.875,,1,1,0.5,,1,0.5,1,0.75,1,,0.75,1,,0.75,1,0.75,,0.75,0.75,0.75,0.75,1,0.75,,1,0.25,1,0.75,1,0.75,1,0.75,,1,1
3,35-44,female,0.61133333,0.388999999,0.666999996,0.166999996,0.583499998,,,,,,0.75,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0.75,,,,,,,,,,,,,,,,,,1,,,,1,,,,0.75,,,,,,,0.75
17,25-34,male,0.598235292,0.509941175,0.58835294,0.190428572,0.416500002,0.5,0,0.5,,,,0.5,,,,,0.25,0.5,,,1,0.75,,,0.25,,0.25,0,,,0.75,0.25,0.5,0.25,,,,,,,,,0.25,0,0.375,,,0,,0.25,0,,,,0.5,0.375,,,0.125,0,0,0,0,1,,0.25,,,0.5,0.25,0.5,0.25,,0.75,0.25,0,1,,0.5,0,0.75,0.25,0.75,0.25,0.25
3,45-54,female,0.555666665,0.5,0.611000001,,0.083499998,0.75,,,,,,,,,,,,,,,0.5,0.75,,,,,,,,,,,,0.5,,,,,,0.5,0.75,,,,,0.5,,0.75,,,,,,,,,,,,0.5,,0.75,,,0.75,,,,0.25,0.5,0.75,,0.5,0.75,,,,,,,0.5,0.5,,,
53,45-54,male,0.798641511,0.600584906,0.578547171,0.095428569,0.715291666,0.75,0.75,0.75,,0.666666667,0.75,,0.75,0.75,0.75,0.875,0.75,1,,0.833333333,0.75,,,0.875,1,0.75,0.75,1,1,0.5,1,0.75,0.75,1,0.875,1,0.75,0.75,0.75,0.75,0.875,0.75,0.75,0.75,0.875,0.75,0.75,0.75,0.75,0.75,1,0.75,,0.75,1,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,1,0.75,0.75,0.75,0.75,0.75,0.75,,0.75,0.75,0.75,0.75,0.75,,0.75,0.75,,0.75,0.75,0.75,0.75,0.75
10,25-34,female,0.650199997,0.5167,0.4,0.5,0.463222219,,,0.25,,0.5,,0.5,0.25,,,,,,,,,,,,,0.75,,,1,0.5,0.75,0.75,,,0.75,,,0.75,,0.75,0.75,,0.75,0.5,,,,,0.75,,,0.5,0.75,,0.75,0.5,,,0.5,,0.25,0,,,,0.5,,,0.5,,,,,,,,,0.5,,0.5,0.25,0.25,,,0.25
1,35-44,male,0.5,0.5,0.666999996,,0.666999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,0.5,,,,,,,,,,0.5,,0.75,,,,,0.75,,,,,,,,,,
1,16-24,female,0.666999996,0.166999996,0.333000004,,0.666999996,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,0.5,,,,,,,
147,35-44,female,0.846843539,0.859326532,0.978435374,0.215032258,0.937446429,1,1,1,0.8,0.958333333,0.916666667,0.875,1,1,1,0.95,0.958333333,1,0.95,1,0.916666667,1,0.85,1,0.916666667,0.8,0.958333333,0.8,0.6,0.85,1,0.833333333,0.958333333,0.8,1,0.75,0.916666667,0.9,0.916666667,0.75,0.9,0.65,0.9,0.85,0.95,0.833333333,1,0.875,1,0.958333333,1,0.958333333,0.9,1,0.958333333,0.95,0.875,0.958333333,0.916666667,0.55,0.9375,0.833333333,0.875,1,0.833333333,0.75,0.833333333,0.833333333,0.9375,0.833333333,0.9375,0.95,0.95,0.958333333,0.9,0.95,1,0.958333333,0.791666667,0.875,0.875,0.85,0.95,0.85,1
4,25-34,female,0.75,0.541749999,0.708250001,,0.666999996,,,,,0.75,,1,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.75,,,,,,,,
5,45-54,male,0.899800003,0.733399999,0.566400003,0,0.722000003,0.75,,,,,,,0.75,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,0.5,1,,0.75,1,,,1,,,,,0.25,,,,1,0.5,0.75,,,,,,,,1,,,,,,,,,,0.75,
14,25-34,female,0.785642858,0.714285714,0.726214285,0.166666667,0.818272726,1,1,1,1,,1,1,,1,1,,,0.5,1,1,0.5,1,,1,1,0.75,,1,,0.75,,0.75,1,1,1,,1,1,1,0.75,0.75,0.75,0.75,1,1,0.75,,0.75,,0.75,,1,0.75,0.75,,0.75,0.875,0.5,1,0.25,0.75,0.5,1,1,0.75,,1,0.75,,,,1,1,1,1,1,1,1,,,1,1,1,0.75,1
38,25-34,male,0.798210527,0.627078949,0.71936842,0.125124998,0.923076923,1,1,1,1,1,1,1,,1,1,0.75,0.833333333,1,1,1,,1,,1,1,0.875,1,1,1,,1,,1,1,,,0.75,,0.5,0.75,1,,1,1,1,0.75,1,,1,1,1,0.875,1,0.75,1,1,,1,0.5,0.75,,1,1,1,1,0.75,,0.75,0.875,0.916666667,,,1,1,,1,,,0.75,1,1,1,1,1,1
155,35-44,male,0.519412902,0.480619355,0.547341935,0.499937501,0.577296295,0.666666667,0.65,0.6875,0.71875,0.472222222,0.666666667,0.714285714,0.583333333,0.666666667,0.666666667,0.5,0.675,0.571428571,0.625,0.59375,0.71875,0.642857143,0.666666667,0.583333333,0.75,0.75,0.607142857,0.65625,0.75,0.607142857,0.71875,0.583333333,0.6875,0.53125,0.714285714,0.678571429,0.65625,0.71875,0.666666667,0.638888889,0.75,0.535714286,0.71875,0.785714286,0.714285714,0.71875,0.321428571,0.464285714,0.46875,0.59375,0.25,0.571428571,0.722222222,0.535714286,0.5,0.5625,0.5,0.5,0.5,0.535714286,0.5,0.5,0.75,0.6875,0.65625,0.583333333,0.6,0.5625,0.444444444,0.5,0.46875,0.5,0.5625,0.5,0.464285714,0.625,0.78125,0.642857143,0.5625,0.5,0.583333333,0.5625,0.666666667,0.535714286,0.571428571
7,25-34,male,0.690714283,0.595142858,0.380857144,0.083499998,0.666500002,,,,,,,,,,,,,,,,,0.75,,1,,,0.75,0.75,,0.75,,,,1,,,,,,,,,,0.75,,,0.75,,,0.25,,,0.75,,0.75,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,
6,25-34,male,0.666500002,0.611000001,0.666500002,0.583499998,0.722000003,,,,,,,,0.75,,1,0.75,,,,,,,,,,,,,1,,1,,,,,,,,,,0.75,,,,1,,,,,,0.25,,0.5,1,,,,,,0.5,,,,,0.75,0.75,,0.25,,1,,,,,1,,,0.75,,,1,,,,
27,45-54,male,0.833185187,0.709888889,0.709888889,0.25,0.728052632,,,1,,0.75,1,1,0.75,0.5,,,,1,0.5,0.75,1,0.75,,1,1,0.625,,,,,0.75,1,1,0.5,0.875,1,1,,0.75,0.75,0.5,,,,0.5,0.5,,0.25,0.625,0.625,0.75,,0.75,,0.75,0.5,1,0.625,,0.5,,0.875,0.75,1,0.75,0.875,1,0.5,,0.75,0.75,0.75,0.5,0.75,0.75,,1,,1,1,0.75,0.75,1,0.5,
3,>55,male,0.5,0.555666665,0.61133333,0.166999996,0.5,,,,0.75,,,,,0.75,,,0.75,,,,,,0.75,,,,0.75,0.75,0.25,,,,,,0.25,,0.75,,,,,0.75,,,0.75,,,,,,0.5,,,,,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,,
2,35-44,female,0.833000004,0.666500002,0.583499998,0.333000004,0.666999996,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,1,1,,,,,,,1,,1,,,,,,1,1,,,,,,,,,,,1,,,,,,,,1
33,45-54,male,0.489878788,0.449454546,0.494999999,0.347333332,0.622842105,,0.375,0.25,0.5,,0.75,0.5,0.5,0.25,0.75,0.5,0.5,0.75,,0.75,0.75,0.5,0.25,0.625,0.5,0.625,0.25,,,0.5,0.25,0.5,0.5,0.75,0.75,0.625,,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.25,,,,0.25,,0.375,0.5,0.5,,0.5,0.875,0.5,,0.5,0.25,0.5,0.625,,0.25,0.5,0.375,0.5,,1,,0.625,,,0.5,,,0.75
68,45-54,male,0.96075,0.948514706,0.96075,0.356272725,0.900761905,1,1,1,1,0.875,1,1,1,1,1,1,1,1,1,1,0.875,1,0.875,1,1,1,0.916666667,1,,1,,1,,1,,1,1,1,1,0.875,1,1,1,0.833333333,1,1,1,1,,1,1,1,1,1,0.916666667,0.916666667,1,0.875,1,0.666666667,0.875,0.833333333,1,,0.875,,0.875,,1,1,1,1,1,1,1,1,,1,0.875,1,0.875,1,0.875,0.916666667,0.833333333
74,45-54,male,0.821837841,0.774554057,0.794864867,0.258549997,0.741105265,0.75,0.75,0.75,0.75,,0.75,0.75,0.75,0.625,0.8125,0.5,0.875,0.75,0.5,0.75,0.666666667,0.75,0.6875,0.75,0.75,0.6875,0.75,0.666666667,0.625,0.75,0.75,0.666666667,0.75,0.75,0.666666667,0.75,0.75,0.583333333,0.75,0.75,0.75,0.25,0.5,0.25,0.5625,0.625,0.75,0.583333333,0.75,0.666666667,0.5,0.75,0.666666667,0.75,0.75,0.625,0.75,0.75,0.75,0.25,,0.666666667,0.666666667,0.583333333,0.583333333,0.333333333,0.5,0.25,0.75,0.666666667,0.75,0.75,0.75,0.75,0.666666667,0.75,,0.5,0.5,0.5,0.666666667,0.4375,0.75,0.4375,0.75
8,16-24,female,0.604125001,0.625,0.604125001,0.416749999,0.766600001,,,,,,,,1,,,,1,,1,1,0.75,1,,,,1,1,,,1,1,1,,0.75,,,,,,,,,,,,,,,0.5,,,0.5,1,,,,,,,,0.75,0,,0.75,,,,0.75,,,,,,,,,1,,,0.25,,,,,
3,25-34,female,0.611000001,0.666666667,0.61133333,0.5,0.5,,,,,,,,0.75,,,,,,0.5,,,,,0.75,,,0.5,,,,,,,,1,0.5,1,,,,,0,,,,,,,,,0.75,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,
12,35-44,female,0.986083334,0.819416667,0.861083334,0,0.875,1,1,,,,1,,,,1,,,1,,,,,0.75,,1,,1,1,1,,0.75,1,,,0.5,1,,,,,,1,1,,,,0.5,0.75,,1,0.5,,1,,0.5,,0.5,0,0.25,,0.75,,,,,,0.75,,,0.5,1,0.5,,,,,,0.75,0.5,,,0.75,,,
9,35-44,male,0.53711111,0.481555555,0.481444445,0.277666668,0.416999996,0.75,,0.75,0.75,0.25,,0.75,0.75,,,,,,1,0.5,0.75,0.75,0.625,,,0.75,,,0.75,0.75,,0.75,,,,0.75,,0.75,0.75,0.5,,0.25,,0.75,,,0.625,0.625,,0.5,,,,0.5,,0.5,,0.75,0.75,0.5,0.75,0.5,,,0.5,0.5,0.625,0.25,,0.5,0.5,,0.75,,0.75,1,,0.75,,0.75,0.5,,0.75,,0.75
28,35-44,female,0.547714284,0.476178572,0.488071429,0.074111111,0.750124998,0.75,0.5,0.5,,0.5,0.5,0.75,,0.5,0.75,,0.5,,0.5,,0.75,,0.5,0.5,,1,,0.75,0.5,0.75,,0.75,0.75,,0.75,0.75,,0.75,0.75,0.75,0.75,0.75,0.75,0.75,,0.75,,,0.5,,0.5,0.75,0.5,,1,0.75,0.25,0.75,0.75,0.5,0.75,0.75,,0.75,0.75,,0.75,,,0.75,,0.5,0.75,,0.75,0.75,0.625,,0.75,0.75,0.75,0.75,0.75,0.75,
3,25-34,male,0.500333329,0.333333333,0.444333335,,0.388999999,0.75,,,,0.5,,,,,,,0.75,,,,0.5,,,,0.5,,,,0.5,,0.5,0.5,,,,,0.5,0.5,,,,,,,,0.75,0.5,,,0.5,,,,0.5,,,,,,,,,,,,,,,0.25,0.5,,,,,,,,,,0.75,,0.5,,,
27,25-34,female,0.51237037,0.388925925,0.339444445,0.240666668,0.555666665,0.75,,,0.5,,0.5,0.75,,0.5,,0.5,0.5,,0.5,,0.5,,0.5,,,0,0.25,0.25,,,,0.25,0.25,0.5,,,0.625,,0.5,,0.25,,,,,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0,0.25,0.75,0.75,0.5,,0.25,0.75,0.5,0.75,0,0.5,0.75,0.5,0.75,0.5,0.5,,,0.5,,0.5,,0.5,0.5,,,0.75,0.75,,0.5,0.5,
18,25-34,female,0.583499998,0.564888888,0.490722222,0.380999999,0.604249999,0.75,,,0.5,0.75,,0.75,0.75,0.75,0.75,,,,,,0.75,0.75,0.75,,,,,,0.5,0.5,0.5,,0.75,,0.5,0.5,,0.5,,0.75,,,,,,0.5,,0.75,0.5,0.75,0.75,,,,0.5,0.5,,,0.5,0.5,0.75,0.75,,,0.5,,0.75,0.5,,,0.5,,0.75,0.5,,0.5,0.5,0.5,0.5,,,,,,
6,45-54,male,0.75,0.610833337,0.638833334,0.5,0.625,,0.75,,,,,0.75,,,0.75,,,,,,,,,,,,,0.75,,0.75,,,,,,,,,,,0.75,1,,0.75,,,,0.75,,,,0.75,,,,0.75,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,
10,45-54,female,0.6167,0.466799998,0.600099999,0.25,0.875,,,0.5,,,,1,0.75,0.5,0.75,0.25,,,,,0.75,,,0.75,,0.75,0.75,,,0.75,,,,,,1,,,0.75,0.75,,0,,,1,,,,,,,,,,,0.25,0.75,,,,,,,,,,,,0.75,,,,,0.75,0.75,,,0.5,,,,,,,0.75
1,unspecified,unspecified,0.166999996,0.166999996,0.5,1,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,0.5,
